Time (s),X (m),Y (m),Velocity (m/s),Phase
3.118,0.2756,0.9217,0.2000,Traveling to Crop Plot
3.168,0.2685,0.9276,0.1700,Traveling to Crop Plot
3.218,0.2625,0.9325,0.1400,Traveling to Crop Plot
3.268,0.2577,0.9365,0.1100,Traveling to Crop Plot
3.318,0.2541,0.9396,0.0800,Traveling to Crop Plot
3.368,0.2516,0.9417,0.0500,Traveling to Crop Plot
3.418,0.2503,0.9428,0.0200,Traveling to Crop Plot
3.468,0.2500,0.9430,0.0000,Planting Seeds
3.518,0.2500,0.9430,0.0000,Planting Seeds
3.568,0.2500,0.9430,0.0000,Planting Seeds
3.618,0.2500,0.9430,0.0000,Planting Seeds
3.668,0.2500,0.9430,0.0000,Planting Seeds
3.718,0.2500,0.9430,0.0000,Planting Seeds
3.768,0.2500,0.9430,0.0000,Planting Seeds
3.818,0.2500,0.9430,0.0000,Planting Seeds
3.868,0.2500,0.9430,0.0000,Planting Seeds
3.918,0.2500,0.9430,0.0000,Planting Seeds
3.968,0.2500,0.9430,0.0000,Planting Seeds
4.018,0.2500,0.9430,0.0000,Planting Seeds
4.068,0.2500,0.9430,0.0000,Planting Seeds
4.118,0.2500,0.9430,0.0000,Planting Seeds
4.168,0.2500,0.9430,0.0000,Planting Seeds
4.218,0.2500,0.9430,0.0000,Planting Seeds
4.268,0.2500,0.9430,0.0000,Planting Seeds
4.318,0.2500,0.9430,0.0000,Planting Seeds
4.368,0.2500,0.9430,0.0000,Planting Seeds
4.418,0.2500,0.9430,0.0000,Planting Seeds
4.468,0.2500,0.9430,0.0000,Planting Seeds
4.518,0.2500,0.9430,0.0000,Planting Seeds
4.568,0.2500,0.9430,0.0000,Planting Seeds
4.618,0.2500,0.9430,0.0000,Planting Seeds
4.668,0.2500,0.9430,0.0000,Planting Seeds
4.718,0.2500,0.9430,0.0000,Planting Seeds
4.768,0.2500,0.9430,0.0000,Planting Seeds
4.818,0.2500,0.9430,0.0000,Planting Seeds
4.868,0.2500,0.9430,0.0000,Planting Seeds
4.918,0.2500,0.9430,0.0000,Planting Seeds
4.968,0.2500,0.9430,0.0000,Planting Seeds
5.018,0.2500,0.9430,0.0000,Planting Seeds
5.068,0.2500,0.9430,0.0000,Planting Seeds
5.118,0.2500,0.9430,0.0000,Planting Seeds
5.168,0.2500,0.9430,0.0000,Planting Seeds
5.218,0.2500,0.9430,0.0000,Planting Seeds
5.268,0.2500,0.9430,0.0000,Planting Seeds
5.318,0.2500,0.9430,0.0000,Planting Seeds
5.368,0.2500,0.9430,0.0000,Planting Seeds
5.418,0.2500,0.9430,0.0000,Planting Seeds
5.468,0.2500,0.9430,0.0000,Planting Seeds
5.518,0.2500,0.9430,0.0000,Planting Seeds
5.568,0.2500,0.9430,0.0000,Planting Seeds
5.618,0.2500,0.9430,0.0000,Planting Seeds
5.668,0.2500,0.9430,0.0000,Planting Seeds
5.718,0.2500,0.9430,0.0000,Planting Seeds
5.768,0.2500,0.9430,0.0000,Planting Seeds
5.818,0.2500,0.9430,0.0000,Planting Seeds
5.868,0.2500,0.9430,0.0000,Planting Seeds
5.918,0.2500,0.9430,0.0000,Planting Seeds
5.968,0.2500,0.9430,0.0000,Planting Seeds
6.018,0.2500,0.9430,0.0000,Planting Seeds
6.068,0.2500,0.9430,0.0000,Planting Seeds
6.118,0.2500,0.9430,0.0000,Planting Seeds
6.168,0.2500,0.9430,0.0000,Planting Seeds
6.218,0.2500,0.9430,0.0000,Planting Seeds
6.268,0.2500,0.9430,0.0000,Planting Seeds
6.318,0.2500,0.9430,0.0000,Planting Seeds
6.368,0.2500,0.9430,0.0000,Planting Seeds
6.418,0.2500,0.9430,0.0000,Planting Seeds
6.418,0.2500,0.9430,0.0000,Traveling to Crop Plot
6.468,0.2492,0.9430,0.0300,Traveling to Crop Plot
6.518,0.2470,0.9430,0.0600,Traveling to Crop Plot
6.568,0.2432,0.9430,0.0900,Traveling to Crop Plot
6.618,0.2380,0.9430,0.1200,Traveling to Crop Plot
6.668,0.2313,0.9430,0.1500,Traveling to Crop Plot
6.718,0.2230,0.9430,0.1800,Traveling to Crop Plot
6.768,0.2132,0.9430,0.2100,Traveling to Crop Plot
6.772,0.2125,0.9430,0.2121,Traveling to Crop Plot
6.822,0.2026,0.9430,0.1821,Traveling to Crop Plot
6.872,0.1943,0.9430,0.1521,Traveling to Crop Plot
6.922,0.1874,0.9430,0.1221,Traveling to Crop Plot
6.972,0.1821,0.9430,0.0921,Traveling to Crop Plot
7.022,0.1782,0.9430,0.0621,Traveling to Crop Plot
7.072,0.1759,0.9430,0.0321,Traveling to Crop Plot
7.122,0.1750,0.9430,0.0021,Traveling to Crop Plot
7.172,0.1750,0.9430,0.0000,Planting Seeds
7.222,0.1750,0.9430,0.0000,Planting Seeds
7.272,0.1750,0.9430,0.0000,Planting Seeds
7.322,0.1750,0.9430,0.0000,Planting Seeds
7.372,0.1750,0.9430,0.0000,Planting Seeds
7.422,0.1750,0.9430,0.0000,Planting Seeds
7.472,0.1750,0.9430,0.0000,Planting Seeds
7.522,0.1750,0.9430,0.0000,Planting Seeds
7.572,0.1750,0.9430,0.0000,Planting Seeds
7.622,0.1750,0.9430,0.0000,Planting Seeds
7.672,0.1750,0.9430,0.0000,Planting Seeds
7.722,0.1750,0.9430,0.0000,Planting Seeds
7.772,0.1750,0.9430,0.0000,Planting Seeds
7.822,0.1750,0.9430,0.0000,Planting Seeds
7.872,0.1750,0.9430,0.0000,Planting Seeds
7.922,0.1750,0.9430,0.0000,Planting Seeds
7.972,0.1750,0.9430,0.0000,Planting Seeds
8.022,0.1750,0.9430,0.0000,Planting Seeds
8.072,0.1750,0.9430,0.0000,Planting Seeds
8.122,0.1750,0.9430,0.0000,Planting Seeds
8.172,0.1750,0.9430,0.0000,Planting Seeds
8.222,0.1750,0.9430,0.0000,Planting Seeds
8.272,0.1750,0.9430,0.0000,Planting Seeds
8.322,0.1750,0.9430,0.0000,Planting Seeds
8.372,0.1750,0.9430,0.0000,Planting Seeds
8.422,0.1750,0.9430,0.0000,Planting Seeds
8.472,0.1750,0.9430,0.0000,Planting Seeds
8.522,0.1750,0.9430,0.0000,Planting Seeds
8.572,0.1750,0.9430,0.0000,Planting Seeds
8.622,0.1750,0.9430,0.0000,Planting Seeds
8.672,0.1750,0.9430,0.0000,Planting Seeds
8.722,0.1750,0.9430,0.0000,Planting Seeds
8.772,0.1750,0.9430,0.0000,Planting Seeds
8.822,0.1750,0.9430,0.0000,Planting Seeds
8.872,0.1750,0.9430,0.0000,Planting Seeds
8.922,0.1750,0.9430,0.0000,Planting Seeds
8.972,0.1750,0.9430,0.0000,Planting Seeds
9.022,0.1750,0.9430,0.0000,Planting Seeds
9.072,0.1750,0.9430,0.0000,Planting Seeds
9.122,0.1750,0.9430,0.0000,Planting Seeds
9.172,0.1750,0.9430,0.0000,Planting Seeds
9.222,0.1750,0.9430,0.0000,Planting Seeds
9.272,0.1750,0.9430,0.0000,Planting Seeds
9.322,0.1750,0.9430,0.0000,Planting Seeds
9.372,0.1750,0.9430,0.0000,Planting Seeds
9.422,0.1750,0.9430,0.0000,Planting Seeds
9.472,0.1750,0.9430,0.0000,Planting Seeds
9.522,0.1750,0.9430,0.0000,Planting Seeds
9.572,0.1750,0.9430,0.0000,Planting Seeds
9.622,0.1750,0.9430,0.0000,Planting Seeds
9.672,0.1750,0.9430,0.0000,Planting Seeds
9.722,0.1750,0.9430,0.0000,Planting Seeds
9.772,0.1750,0.9430,0.0000,Planting Seeds
9.822,0.1750,0.9430,0.0000,Planting Seeds
9.872,0.1750,0.9430,0.0000,Planting Seeds
9.922,0.1750,0.9430,0.0000,Planting Seeds
9.972,0.1750,0.9430,0.0000,Planting Seeds
10.022,0.1750,0.9430,0.0000,Planting Seeds
10.072,0.1750,0.9430,0.0000,Planting Seeds
10.122,0.1750,0.9430,0.0000,Planting Seeds
10.122,0.1750,0.9430,0.0000,Traveling to Crop Plot
10.172,0.1742,0.9430,0.0300,Traveling to Crop Plot
10.222,0.1720,0.9430,0.0600,Traveling to Crop Plot
10.272,0.1682,0.9430,0.0900,Traveling to Crop Plot
10.322,0.1630,0.9430,0.1200,Traveling to Crop Plot
10.372,0.1562,0.9430,0.1500,Traveling to Crop Plot
10.422,0.1480,0.9430,0.1800,Traveling to Crop Plot
10.472,0.1382,0.9430,0.2100,Traveling to Crop Plot
10.475,0.1375,0.9430,0.2121,Traveling to Crop Plot
10.525,0.1276,0.9430,0.1821,Traveling to Crop Plot
10.575,0.1193,0.9430,0.1521,Traveling to Crop Plot
10.625,0.1124,0.9430,0.1221,Traveling to Crop Plot
10.675,0.1071,0.9430,0.0921,Traveling to Crop Plot
10.725,0.1032,0.9430,0.0621,Traveling to Crop Plot
10.775,0.1009,0.9430,0.0321,Traveling to Crop Plot
10.825,0.1000,0.9430,0.0021,Traveling to Crop Plot
10.875,0.1000,0.9430,0.0000,Planting Seeds
10.925,0.1000,0.9430,0.0000,Planting Seeds
10.975,0.1000,0.9430,0.0000,Planting Seeds
11.025,0.1000,0.9430,0.0000,Planting Seeds
11.075,0.1000,0.9430,0.0000,Planting Seeds
11.125,0.1000,0.9430,0.0000,Planting Seeds
11.175,0.1000,0.9430,0.0000,Planting Seeds
11.225,0.1000,0.9430,0.0000,Planting Seeds
11.275,0.1000,0.9430,0.0000,Planting Seeds
11.325,0.1000,0.9430,0.0000,Planting Seeds
11.375,0.1000,0.9430,0.0000,Planting Seeds
11.425,0.1000,0.9430,0.0000,Planting Seeds
11.475,0.1000,0.9430,0.0000,Planting Seeds
11.525,0.1000,0.9430,0.0000,Planting Seeds
11.575,0.1000,0.9430,0.0000,Planting Seeds
11.625,0.1000,0.9430,0.0000,Planting Seeds
11.675,0.1000,0.9430,0.0000,Planting Seeds
11.725,0.1000,0.9430,0.0000,Planting Seeds
11.775,0.1000,0.9430,0.0000,Planting Seeds
11.825,0.1000,0.9430,0.0000,Planting Seeds
11.875,0.1000,0.9430,0.0000,Planting Seeds
11.925,0.1000,0.9430,0.0000,Planting Seeds
11.975,0.1000,0.9430,0.0000,Planting Seeds
12.025,0.1000,0.9430,0.0000,Planting Seeds
12.075,0.1000,0.9430,0.0000,Planting Seeds
12.125,0.1000,0.9430,0.0000,Planting Seeds
12.175,0.1000,0.9430,0.0000,Planting Seeds
12.225,0.1000,0.9430,0.0000,Planting Seeds
12.275,0.1000,0.9430,0.0000,Planting Seeds
12.325,0.1000,0.9430,0.0000,Planting Seeds
12.375,0.1000,0.9430,0.0000,Planting Seeds
12.425,0.1000,0.9430,0.0000,Planting Seeds
12.475,0.1000,0.9430,0.0000,Planting Seeds
12.525,0.1000,0.9430,0.0000,Planting Seeds
12.575,0.1000,0.9430,0.0000,Planting Seeds
12.625,0.1000,0.9430,0.0000,Planting Seeds
12.675,0.1000,0.9430,0.0000,Planting Seeds
12.725,0.1000,0.9430,0.0000,Planting Seeds
12.775,0.1000,0.9430,0.0000,Planting Seeds
12.825,0.1000,0.9430,0.0000,Planting Seeds
12.875,0.1000,0.9430,0.0000,Planting Seeds
12.925,0.1000,0.9430,0.0000,Planting Seeds
12.975,0.1000,0.9430,0.0000,Planting Seeds
13.025,0.1000,0.9430,0.0000,Planting Seeds
13.075,0.1000,0.9430,0.0000,Planting Seeds
13.125,0.1000,0.9430,0.0000,Planting Seeds
13.175,0.1000,0.9430,0.0000,Planting Seeds
13.225,0.1000,0.9430,0.0000,Planting Seeds
13.275,0.1000,0.9430,0.0000,Planting Seeds
13.325,0.1000,0.9430,0.0000,Planting Seeds
13.375,0.1000,0.9430,0.0000,Planting Seeds
13.425,0.1000,0.9430,0.0000,Planting Seeds
13.475,0.1000,0.9430,0.0000,Planting Seeds
13.525,0.1000,0.9430,0.0000,Planting Seeds
13.575,0.1000,0.9430,0.0000,Planting Seeds
13.625,0.1000,0.9430,0.0000,Planting Seeds
13.675,0.1000,0.9430,0.0000,Planting Seeds
13.725,0.1000,0.9430,0.0000,Planting Seeds
13.775,0.1000,0.9430,0.0000,Planting Seeds
13.825,0.1000,0.9430,0.0000,Planting Seeds
13.825,0.1000,0.9430,0.0000,Traveling to Crop Plot
13.875,0.1000,0.9423,0.0300,Traveling to Crop Plot
13.925,0.1000,0.9400,0.0600,Traveling to Crop Plot
13.975,0.0999,0.9363,0.0900,Traveling to Crop Plot
14.025,0.0998,0.9310,0.1200,Traveling to Crop Plot
14.075,0.0998,0.9243,0.1500,Traveling to Crop Plot
14.125,0.0997,0.9160,0.1800,Traveling to Crop Plot
14.175,0.0995,0.9063,0.2100,Traveling to Crop Plot
14.225,0.0994,0.8950,0.2400,Traveling to Crop Plot
14.275,0.0992,0.8823,0.2700,Traveling to Crop Plot
14.325,0.0990,0.8680,0.3000,Traveling to Crop Plot
14.375,0.0988,0.8523,0.3300,Traveling to Crop Plot
14.409,0.0987,0.8409,0.3500,Traveling to Crop Plot
14.459,0.0985,0.8234,0.3500,Traveling to Crop Plot
14.509,0.0983,0.8059,0.3500,Traveling to Crop Plot
14.559,0.0980,0.7884,0.3500,Traveling to Crop Plot
14.609,0.0978,0.7709,0.3500,Traveling to Crop Plot
14.659,0.0976,0.7534,0.3500,Traveling to Crop Plot
14.709,0.0974,0.7359,0.3500,Traveling to Crop Plot
14.759,0.0971,0.7184,0.3500,Traveling to Crop Plot
14.809,0.0969,0.7009,0.3500,Traveling to Crop Plot
14.859,0.0967,0.6834,0.3500,Traveling to Crop Plot
14.909,0.0965,0.6659,0.3500,Traveling to Crop Plot
14.948,0.0963,0.6521,0.3500,Traveling to Crop Plot
14.998,0.0961,0.6353,0.3200,Traveling to Crop Plot
15.048,0.0959,0.6201,0.2900,Traveling to Crop Plot
15.098,0.0957,0.6063,0.2600,Traveling to Crop Plot
15.148,0.0956,0.5941,0.2300,Traveling to Crop Plot
15.198,0.0954,0.5833,0.2000,Traveling to Crop Plot
15.248,0.0953,0.5741,0.1700,Traveling to Crop Plot
15.298,0.0952,0.5663,0.1400,Traveling to Crop Plot
15.348,0.0951,0.5601,0.1100,Traveling to Crop Plot
15.398,0.0951,0.5553,0.0800,Traveling to Crop Plot
15.448,0.0950,0.5521,0.0500,Traveling to Crop Plot
15.498,0.0950,0.5503,0.0200,Traveling to Crop Plot
15.548,0.0950,0.5500,0.0000,Activating Irrigation
15.598,0.0950,0.5500,0.0000,Activating Irrigation
15.648,0.0950,0.5500,0.0000,Activating Irrigation
15.698,0.0950,0.5500,0.0000,Activating Irrigation
15.748,0.0950,0.5500,0.0000,Activating Irrigation
15.798,0.0950,0.5500,0.0000,Activating Irrigation
15.848,0.0950,0.5500,0.0000,Activating Irrigation
15.898,0.0950,0.5500,0.0000,Activating Irrigation
15.948,0.0950,0.5500,0.0000,Activating Irrigation
15.998,0.0950,0.5500,0.0000,Activating Irrigation
16.048,0.0950,0.5500,0.0000,Activating Irrigation
16.098,0.0950,0.5500,0.0000,Activating Irrigation
16.148,0.0950,0.5500,0.0000,Activating Irrigation
16.198,0.0950,0.5500,0.0000,Activating Irrigation
16.248,0.0950,0.5500,0.0000,Activating Irrigation
16.298,0.0950,0.5500,0.0000,Activating Irrigation
16.348,0.0950,0.5500,0.0000,Activating Irrigation
16.398,0.0950,0.5500,0.0000,Activating Irrigation
16.448,0.0950,0.5500,0.0000,Activating Irrigation
16.498,0.0950,0.5500,0.0000,Activating Irrigation
16.548,0.0950,0.5500,0.0000,Activating Irrigation
16.598,0.0950,0.5500,0.0000,Activating Irrigation
16.648,0.0950,0.5500,0.0000,Activating Irrigation
16.698,0.0950,0.5500,0.0000,Activating Irrigation
16.748,0.0950,0.5500,0.0000,Activating Irrigation
16.798,0.0950,0.5500,0.0000,Activating Irrigation
16.848,0.0950,0.5500,0.0000,Activating Irrigation
16.898,0.0950,0.5500,0.0000,Activating Irrigation
16.948,0.0950,0.5500,0.0000,Activating Irrigation
16.998,0.0950,0.5500,0.0000,Activating Irrigation
17.048,0.0950,0.5500,0.0000,Activating Irrigation
17.098,0.0950,0.5500,0.0000,Activating Irrigation
17.148,0.0950,0.5500,0.0000,Activating Irrigation
17.198,0.0950,0.5500,0.0000,Activating Irrigation
17.248,0.0950,0.5500,0.0000,Activating Irrigation
17.298,0.0950,0.5500,0.0000,Activating Irrigation
17.348,0.0950,0.5500,0.0000,Activating Irrigation
17.398,0.0950,0.5500,0.0000,Activating Irrigation
17.448,0.0950,0.5500,0.0000,Activating Irrigation
17.498,0.0950,0.5500,0.0000,Activating Irrigation
17.548,0.0950,0.5500,0.0000,Activating Irrigation
17.598,0.0950,0.5500,0.0000,Activating Irrigation
17.648,0.0950,0.5500,0.0000,Activating Irrigation
17.698,0.0950,0.5500,0.0000,Activating Irrigation
17.748,0.0950,0.5500,0.0000,Activating Irrigation
17.798,0.0950,0.5500,0.0000,Activating Irrigation
17.848,0.0950,0.5500,0.0000,Activating Irrigation
17.898,0.0950,0.5500,0.0000,Activating Irrigation
17.948,0.0950,0.5500,0.0000,Activating Irrigation
17.998,0.0950,0.5500,0.0000,Activating Irrigation
